review_id,is_about_discovery,primary_topic,discovery_subtheme,segment_signal,jtbd,verbatim_evidence,topic_sentiment,stratum,label_model
534,False,pricing,none,premium_user,use app,,negative,control,8b
5305,False,performance_bugs,none,unknown,open app,"only good because of the background play, sometimes I can't even open the app, I've cleared cache, I've reinstalled the app and I've logged out and back in but nothing seems to work, right now it's not even showing anything but a black screen but there's nothing I can do about it.",negative,control,8b
4493,False,ads,none,premium_user,use app,"DISGUSTING MONEY GRABBING SCAM. this app has to be the stupidest thing to exist, their only motive remaining is to fish money, any user that downloads this app doesn’t get to even operate it anymore in the way it used to be. It is getting worse increasingly, it is to the point where you cant select a song( after a select number of times), you can’t skip ahead or to the previous song, You can’t forward or rewind a song which just means you can’t use the app anymore beach anything that you could do, any button you could click, doesn’t do its job anymore unless you pay this money hungry business. I was still using this app in these condition’s until a new experience, which has sent this beyond disgusting. I re-download this app and I see that my liked songs playlist is completely empty- after years of songs saved in that playlist and it being the only playlist I use, it is completely gone. And thats not all, the app isn’t playing any songs anymore and is seemingly glitching out before playing a song I select, but it is still entirely capable of playing the adds right before. This has to be the peak of endurance, why even make the app free to download when all it is left is as decoration. I’m never going to use this filthy app again",negative,control,8b
7222,False,ui_ux,none,unknown,,You can check all the related info in this article .,neutral,control,8b
7013,False,ui_ux,none,premium_user,,"horrible, slow and laggy... and believe me, I'm on my mac m1.",negative,control,8b
1880,False,pricing,none,free_user,,I want to be able to listen to the songs I want to without getting told to pay.,negative,control,8b
2825,False,performance_bugs,none,premium_user,,"If you search for an album and Add to Queue, the album does not queue.",negative,control,8b
2601,False,ads,none,free_user,,"Man i want to listen to Coldplay, not to Coca-Cola ads every 2 songs, and the worst part is that you can't skip the ads",negative,control,8b
1609,False,other,none,unknown,,Ice. Do not get they support ice n if they do you do too,negative,control,8b
6140,False,catalog,none,premium_user,,"I have a Spotify playlist of all my favorite songs(that aren't put in other playlists),",positive,control,8b
4849,False,ui_ux,none,premium_user,,works *edit took away the queue editing. immediate loss of 4 stars. edit** gave it back PLUS reshuffle button,neutral,control,8b
5866,False,ui_ux,none,unknown,choose a genre and listen,choosing a genre and getting only those song,positive,control,70b
1366,False,podcasts,none,unknown,,Tuff. I love listening to the podcast like mars Patel,positive,control,8b
6258,False,other,none,unknown,,"haha, so true [stuffs chili dog into mouth, flips to next video]",neutral,control,8b
565,False,performance_bugs,none,free_user,,"it just messed up my playlist of liked songs. For example, on of the songs I liked  was called “Gone Forever”,",negative,control,8b
5505,False,ads,none,free_user,,there's a lot of adds but the music is good and it's free so I don't really mind,neutral,control,8b
3571,False,ads,none,unknown,,"Good for listeners - Bad for Artist. Very good for listeners, but from what i’ve heard about how it pays its artists i fear",negative,control,8b
662,False,performance_bugs,none,premium_user,undo update,UNDO THIS UPDATE. IF I COULD PUT -5 STARS I WOULD,negative,control,8b
97,False,pricing,none,premium_user,,Sucks without premium. It really does,negative,control,8b
5947,False,ui_ux,none,new_user,,"I really enjoy using Spotify in my new car, Spotify has an amazing blue tooth and sounds like I am at a concert.",positive,control,8b
4462,False,catalog,none,unknown,,Best app for song but it have some problems. This app have A to Z song in any language but it’s perineum is to costly,neutral,control,8b
1600,False,other,none,unknown,,"Spotify is a joke and is disgusting.. How can you be so corrupt with your app and inhumane when it comes to collaborating with ICE and Isr*el? Your advertisement’s are not even that funny, it just kills my ears and brain",negative,control,8b
1386,False,recommendation_quality,none,premium_user,playlist,Playlist. Dont add “similar songs” to my playlist i don’t want ur songs let me listen to my own in peace and like I know u guys have to make money some how but if I don’t want to pay at least stop adding annoying songs to my playlist,negative,control,8b
2235,False,pricing,none,premium_user,,Amazing. I have the family Spotify premium what ever you call it. It’s amazing has so many song options theirs always something for everyone,positive,control,8b
1183,False,ui_ux,none,unknown,,Icon. Thanks for change that horrible logo,positive,control,8b
336,False,ads,none,free_user,,"Too many adds. Spotify is perfect, I use it everyday but with someone like me who doesn’t want to pay for subscriptions, I don’t like how many adds I get after one song. Sometimes I get 5 adds! And then 1 then to 4, I don’t understand it and I don’t like it but all in all I love Spotify itself, even without the subscription",neutral,control,8b
258,False,ads,none,unknown,,And. Spotify is one of my daily essentials. I can’t go without Spotify but what makes me put it four stars is that it has so many ads if you don’t have premium,neutral,control,8b
4575,False,recommendation_quality,none,premium_user,recommend music,100% recommend,positive,control,8b
7161,False,ads,none,premium_user,avoid ads,I don't want to accidentally listen to russian artists or give them the opportunity to earn even $0.0001 from my account.,negative,control,8b
6458,False,catalog,none,free_user,access music,Apple music is most useless don’t even have most of the song,negative,control,8b
6455,False,other,none,unknown,view listening history,"apple music replay, and it's every month you'll get a little recap",positive,control,70b
908,False,ads,none,premium_user,avoid ads,I feel like since we only get 6 skips an hour they should be able to add up like I go to sleep for like 8 hours then when I wake up I should get 48 skips and like ads every 5 minutes come on I understand like sponsorships but every 5 minutes is to much it should be two every hour and it can be different ads every hour,negative,control,8b
3792,False,performance_bugs,none,premium_user,access music,Have to restart iPhone daily. I have to restart my iphone at least once a day to access songs in the library. Playlists are accessible without restarting.,negative,control,8b
2830,False,pricing,none,premium_user,join family plan,"As amazing as this app is, premium gave those using the family plans a week to confirm that those in the plan were living together (their address).",negative,control,8b
6207,False,ui_ux,none,free_user,listen to music,And this is why I listen to music on YouTube. Spotify is just too much of a hassle.,negative,control,8b
4906,False,performance_bugs,none,premium_user,use app,I love this app so much but the updates and the premium ones suck really bad,negative,control,8b
6020,False,other,none,unknown,,@Mr.N0.0ne  I think I've fixed my grammatical errors! Sorry it was late,neutral,control,8b
5331,False,ads,none,premium_user,avoid ads,I just don't like they ads like I get it in order for no ads we have to get premium. but sometimes I don't like how I'm only able to skip certain amount of songs and other times I get 8 ads in a row I just want to listen to my music not adds.,negative,control,8b
